userId	geneSymbol	geneName	entrezgene	gLink
Sdsl	Sdsl	serine dehydratase-like	257635	https://www.ncbi.nlm.nih.gov/gene/?term=257635
Sds	Sds	serine dehydratase	231691	https://www.ncbi.nlm.nih.gov/gene/?term=231691
Plbd2	Plbd2	phospholipase B domain containing 2	71772	https://www.ncbi.nlm.nih.gov/gene/?term=71772
Slc46a3	Slc46a3	solute carrier family 46, member 3	71706	https://www.ncbi.nlm.nih.gov/gene/?term=71706
N4bp2l2	N4bp2l2	NEDD4 binding protein 2-like 2	381695	https://www.ncbi.nlm.nih.gov/gene/?term=381695
Wasl	Wasl	Wiskott-Aldrich syndrome-like (human)	73178	https://www.ncbi.nlm.nih.gov/gene/?term=73178
Aass	Aass	aminoadipate-semialdehyde synthase	30956	https://www.ncbi.nlm.nih.gov/gene/?term=30956
Pcolce	Pcolce	procollagen C-endopeptidase enhancer protein	18542	https://www.ncbi.nlm.nih.gov/gene/?term=18542
Rab43	Rab43	RAB43, member RAS oncogene family	69834	https://www.ncbi.nlm.nih.gov/gene/?term=69834
Cnbp	Cnbp	cellular nucleic acid binding protein	12785	https://www.ncbi.nlm.nih.gov/gene/?term=12785
Klf15	Klf15	Kruppel-like factor 15	66277	https://www.ncbi.nlm.nih.gov/gene/?term=66277
Aldh1l1	Aldh1l1	aldehyde dehydrogenase 1 family, member L1	107747	https://www.ncbi.nlm.nih.gov/gene/?term=107747
Slco1a4	Slco1a4	solute carrier organic anion transporter family, member 1a4	28250	https://www.ncbi.nlm.nih.gov/gene/?term=28250
Cidec	Cidec	cell death-inducing DFFA-like effector c	14311	https://www.ncbi.nlm.nih.gov/gene/?term=14311
Med21	Med21	mediator complex subunit 21	108098	https://www.ncbi.nlm.nih.gov/gene/?term=108098
Ergic2	Ergic2	ERGIC and golgi 2	67456	https://www.ncbi.nlm.nih.gov/gene/?term=67456
Mzf1	Mzf1	myeloid zinc finger 1	109889	https://www.ncbi.nlm.nih.gov/gene/?term=109889
Slc27a5	Slc27a5	solute carrier family 27 (fatty acid transporter), member 5	26459	https://www.ncbi.nlm.nih.gov/gene/?term=26459
Kctd15	Kctd15	potassium channel tetramerisation domain containing 15	233107	https://www.ncbi.nlm.nih.gov/gene/?term=233107
Furin	Furin	furin (paired basic amino acid cleaving enzyme)	18550	https://www.ncbi.nlm.nih.gov/gene/?term=18550
Ttc23	Ttc23	tetratricopeptide repeat domain 23	67009	https://www.ncbi.nlm.nih.gov/gene/?term=67009
Stard10	Stard10	START domain containing 10	56018	https://www.ncbi.nlm.nih.gov/gene/?term=56018
Kat8	Kat8	K(lysine) acetyltransferase 8	67773	https://www.ncbi.nlm.nih.gov/gene/?term=67773
Bckdk	Bckdk	branched chain ketoacid dehydrogenase kinase	12041	https://www.ncbi.nlm.nih.gov/gene/?term=12041
Zranb1	Zranb1	zinc finger, RAN-binding domain containing 1	360216	https://www.ncbi.nlm.nih.gov/gene/?term=360216
Wdr13	Wdr13	WD repeat domain 13	73447	https://www.ncbi.nlm.nih.gov/gene/?term=73447
Rbm3	Rbm3	NA	19652	https://www.ncbi.nlm.nih.gov/gene/?term=19652
Gpat4	Gpat4	glycerol-3-phosphate acyltransferase 4	102247	https://www.ncbi.nlm.nih.gov/gene/?term=102247
Gsr	Gsr	glutathione reductase	14782	https://www.ncbi.nlm.nih.gov/gene/?term=14782
Rbpms	Rbpms	RNA binding protein gene with multiple splicing	19663	https://www.ncbi.nlm.nih.gov/gene/?term=19663
Slc7a2	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	11988	https://www.ncbi.nlm.nih.gov/gene/?term=11988
Irf2	Irf2	interferon regulatory factor 2	16363	https://www.ncbi.nlm.nih.gov/gene/?term=16363
Tnpo2	Tnpo2	transportin 2 (importin 3, karyopherin beta 2b)	212999	https://www.ncbi.nlm.nih.gov/gene/?term=212999
Amfr	Amfr	autocrine motility factor receptor	23802	https://www.ncbi.nlm.nih.gov/gene/?term=23802
Herpud1	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	64209	https://www.ncbi.nlm.nih.gov/gene/?term=64209
Cfap20	Cfap20	cilia and flagella associated protein 20	14894	https://www.ncbi.nlm.nih.gov/gene/?term=14894
Map1lc3b	Map1lc3b	microtubule-associated protein 1 light chain 3 beta	67443	https://www.ncbi.nlm.nih.gov/gene/?term=67443
Mast3	Mast3	microtubule associated serine/threonine kinase 3	546071	https://www.ncbi.nlm.nih.gov/gene/?term=546071
Pik3r2	Pik3r2	phosphoinositide-3-kinase regulatory subunit 2	18709	https://www.ncbi.nlm.nih.gov/gene/?term=18709
Ifi30	Ifi30	interferon gamma inducible protein 30	65972	https://www.ncbi.nlm.nih.gov/gene/?term=65972
Rab3a	Rab3a	RAB3A, member RAS oncogene family	19339	https://www.ncbi.nlm.nih.gov/gene/?term=19339
Pde4c	Pde4c	phosphodiesterase 4C, cAMP specific	110385	https://www.ncbi.nlm.nih.gov/gene/?term=110385
Hsd17b2	Hsd17b2	hydroxysteroid (17-beta) dehydrogenase 2	15486	https://www.ncbi.nlm.nih.gov/gene/?term=15486
Lsm4	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	50783	https://www.ncbi.nlm.nih.gov/gene/?term=50783
Tsnaxip1	Tsnaxip1	translin-associated factor X (Tsnax) interacting protein 1	72236	https://www.ncbi.nlm.nih.gov/gene/?term=72236
Psmb10	Psmb10	proteasome (prosome, macropain) subunit, beta type 10	19171	https://www.ncbi.nlm.nih.gov/gene/?term=19171
4931406C07Rik	4931406C07Rik	RIKEN cDNA 4931406C07 gene	70984	https://www.ncbi.nlm.nih.gov/gene/?term=70984
Taf1d	Taf1d	TATA-box binding protein associated factor, RNA polymerase I, D	75316	https://www.ncbi.nlm.nih.gov/gene/?term=75316
Agt	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	11606	https://www.ncbi.nlm.nih.gov/gene/?term=11606
Rdx	Rdx	radixin	19684	https://www.ncbi.nlm.nih.gov/gene/?term=19684
Zpr1	Zpr1	ZPR1 zinc finger	22687	https://www.ncbi.nlm.nih.gov/gene/?term=22687
Apoa5	Apoa5	apolipoprotein A-V	66113	https://www.ncbi.nlm.nih.gov/gene/?term=66113
Apoc3	Apoc3	apolipoprotein C-III	11814	https://www.ncbi.nlm.nih.gov/gene/?term=11814
Apoa1	Apoa1	apolipoprotein A-I	11806	https://www.ncbi.nlm.nih.gov/gene/?term=11806
Mpzl2	Mpzl2	myelin protein zero-like 2	14012	https://www.ncbi.nlm.nih.gov/gene/?term=14012
Trappc4	Trappc4	trafficking protein particle complex 4	60409	https://www.ncbi.nlm.nih.gov/gene/?term=60409
Slc37a4	Slc37a4	solute carrier family 37 (glucose-6-phosphate transporter), member 4	14385	https://www.ncbi.nlm.nih.gov/gene/?term=14385
C2cd2l	C2cd2l	C2 calcium-dependent domain containing 2-like	71764	https://www.ncbi.nlm.nih.gov/gene/?term=71764
Dpagt1	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	13478	https://www.ncbi.nlm.nih.gov/gene/?term=13478
Hmbs	Hmbs	hydroxymethylbilane synthase	15288	https://www.ncbi.nlm.nih.gov/gene/?term=15288
Aqp9	Aqp9	aquaporin 9	64008	https://www.ncbi.nlm.nih.gov/gene/?term=64008
Anp32a	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	11737	https://www.ncbi.nlm.nih.gov/gene/?term=11737
Nnmt	Nnmt	nicotinamide N-methyltransferase	18113	https://www.ncbi.nlm.nih.gov/gene/?term=18113
Nrg4	Nrg4	neuregulin 4	83961	https://www.ncbi.nlm.nih.gov/gene/?term=83961
Mto1	Mto1	mitochondrial tRNA translation optimization 1	68291	https://www.ncbi.nlm.nih.gov/gene/?term=68291
Elovl5	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	68801	https://www.ncbi.nlm.nih.gov/gene/?term=68801
Adamts7	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	108153	https://www.ncbi.nlm.nih.gov/gene/?term=108153
Syncrip	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein	56403	https://www.ncbi.nlm.nih.gov/gene/?term=56403
Scap	Scap	SREBF chaperone	235623	https://www.ncbi.nlm.nih.gov/gene/?term=235623
Nktr	Nktr	natural killer tumor recognition sequence	18087	https://www.ncbi.nlm.nih.gov/gene/?term=18087
Ss18l2	Ss18l2	SS18, nBAF chromatin remodeling complex subunit like 2	26901	https://www.ncbi.nlm.nih.gov/gene/?term=26901
Uba5	Uba5	ubiquitin-like modifier activating enzyme 5	66663	https://www.ncbi.nlm.nih.gov/gene/?term=66663
Ip6k2	Ip6k2	inositol hexaphosphate kinase 2	76500	https://www.ncbi.nlm.nih.gov/gene/?term=76500
Nicn1	Nicn1	nicolin 1	66257	https://www.ncbi.nlm.nih.gov/gene/?term=66257
Amt	Amt	aminomethyltransferase	434437	https://www.ncbi.nlm.nih.gov/gene/?term=434437
Abtb2	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2	99382	https://www.ncbi.nlm.nih.gov/gene/?term=99382
Ablim3	Ablim3	actin binding LIM protein family, member 3	319713	https://www.ncbi.nlm.nih.gov/gene/?term=319713
Slc8b1	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	170756	https://www.ncbi.nlm.nih.gov/gene/?term=170756
Alas1	Alas1	aminolevulinic acid synthase 1	11655	https://www.ncbi.nlm.nih.gov/gene/?term=11655
Nfyc	Nfyc	nuclear transcription factor-Y gamma	18046	https://www.ncbi.nlm.nih.gov/gene/?term=18046
Fbxo21	Fbxo21	F-box protein 21	231670	https://www.ncbi.nlm.nih.gov/gene/?term=231670
Rnf125	Rnf125	ring finger protein 125	67664	https://www.ncbi.nlm.nih.gov/gene/?term=67664
Slc35a4	Slc35a4	solute carrier family 35, member A4	67843	https://www.ncbi.nlm.nih.gov/gene/?term=67843
Mif	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	17319	https://www.ncbi.nlm.nih.gov/gene/?term=17319
Dpyd	Dpyd	dihydropyrimidine dehydrogenase	99586	https://www.ncbi.nlm.nih.gov/gene/?term=99586
Gstt2	Gstt2	glutathione S-transferase, theta 2	14872	https://www.ncbi.nlm.nih.gov/gene/?term=14872
Gucd1	Gucd1	guanylyl cyclase domain containing 1	68778	https://www.ncbi.nlm.nih.gov/gene/?term=68778
Spata2l	Spata2l	spermatogenesis associated 2-like	78779	https://www.ncbi.nlm.nih.gov/gene/?term=78779
Ccar2	Ccar2	cell cycle activator and apoptosis regulator 2	219158	https://www.ncbi.nlm.nih.gov/gene/?term=219158
Ppp1r16a	Ppp1r16a	protein phosphatase 1, regulatory subunit 16A	73062	https://www.ncbi.nlm.nih.gov/gene/?term=73062
Foxh1	Foxh1	forkhead box H1	14106	https://www.ncbi.nlm.nih.gov/gene/?term=14106
Cdk10	Cdk10	cyclin-dependent kinase 10	234854	https://www.ncbi.nlm.nih.gov/gene/?term=234854
Klf9	Klf9	Kruppel-like factor 9	16601	https://www.ncbi.nlm.nih.gov/gene/?term=16601
Chmp2a	Chmp2a	charged multivesicular body protein 2A	68953	https://www.ncbi.nlm.nih.gov/gene/?term=68953
Gde1	Gde1	glycerophosphodiester phosphodiesterase 1	56209	https://www.ncbi.nlm.nih.gov/gene/?term=56209
Zfp446	Zfp446	zinc finger protein 446	269870	https://www.ncbi.nlm.nih.gov/gene/?term=269870
Rhbdd3	Rhbdd3	rhomboid domain containing 3	279766	https://www.ncbi.nlm.nih.gov/gene/?term=279766
Exosc4	Exosc4	exosome component 4	109075	https://www.ncbi.nlm.nih.gov/gene/?term=109075
Sdr42e1	Sdr42e1	short chain dehydrogenase/reductase family 42E, member 1	74032	https://www.ncbi.nlm.nih.gov/gene/?term=74032
Wbp2	Wbp2	WW domain binding protein 2	22378	https://www.ncbi.nlm.nih.gov/gene/?term=22378
Atp5h	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D	71679	https://www.ncbi.nlm.nih.gov/gene/?term=71679
Gns	Gns	glucosamine (N-acetyl)-6-sulfatase	75612	https://www.ncbi.nlm.nih.gov/gene/?term=75612
Rab24	Rab24	RAB24, member RAS oncogene family	19336	https://www.ncbi.nlm.nih.gov/gene/?term=19336
Fam214a	Fam214a	family with sequence similarity 214, member A	235493	https://www.ncbi.nlm.nih.gov/gene/?term=235493
Arl4d	Arl4d	ADP-ribosylation factor-like 4D	80981	https://www.ncbi.nlm.nih.gov/gene/?term=80981
Dapk3	Dapk3	death-associated protein kinase 3	13144	https://www.ncbi.nlm.nih.gov/gene/?term=13144
Eef2	Eef2	eukaryotic translation elongation factor 2	13629	https://www.ncbi.nlm.nih.gov/gene/?term=13629
Map2k2	Map2k2	mitogen-activated protein kinase kinase 2	26396	https://www.ncbi.nlm.nih.gov/gene/?term=26396
Creb3l3	Creb3l3	cAMP responsive element binding protein 3-like 3	208677	https://www.ncbi.nlm.nih.gov/gene/?term=208677
Eva1a	Eva1a	eva-1 homolog A (C. elegans)	232146	https://www.ncbi.nlm.nih.gov/gene/?term=232146
Lcat	Lcat	lecithin cholesterol acyltransferase	16816	https://www.ncbi.nlm.nih.gov/gene/?term=16816
Hectd1	Hectd1	HECT domain E3 ubiquitin protein ligase 1	207304	https://www.ncbi.nlm.nih.gov/gene/?term=207304
Klf16	Klf16	Kruppel-like factor 16	118445	https://www.ncbi.nlm.nih.gov/gene/?term=118445
Emsy	Emsy	EMSY, BRCA2-interacting transcriptional repressor	233545	https://www.ncbi.nlm.nih.gov/gene/?term=233545
Plk5	Plk5	polo like kinase 5	216166	https://www.ncbi.nlm.nih.gov/gene/?term=216166
Reep6	Reep6	receptor accessory protein 6	70335	https://www.ncbi.nlm.nih.gov/gene/?term=70335
Eif1	Eif1	eukaryotic translation initiation factor 1	20918	https://www.ncbi.nlm.nih.gov/gene/?term=20918
Gc	Gc	vitamin D binding protein	14473	https://www.ncbi.nlm.nih.gov/gene/?term=14473
Mpv17l2	Mpv17l2	MPV17 mitochondrial membrane protein-like 2	234384	https://www.ncbi.nlm.nih.gov/gene/?term=234384
Tsen34	Tsen34	tRNA splicing endonuclease subunit 34	66078	https://www.ncbi.nlm.nih.gov/gene/?term=66078
Mboat7	Mboat7	membrane bound O-acyltransferase domain containing 7	77582	https://www.ncbi.nlm.nih.gov/gene/?term=77582
Selenoo	Selenoo	selenoprotein O	223776	https://www.ncbi.nlm.nih.gov/gene/?term=223776
Ugt2a3	Ugt2a3	UDP glucuronosyltransferase 2 family, polypeptide A3	72094	https://www.ncbi.nlm.nih.gov/gene/?term=72094
Pim3	Pim3	proviral integration site 3	223775	https://www.ncbi.nlm.nih.gov/gene/?term=223775
Ddx11	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	320209	https://www.ncbi.nlm.nih.gov/gene/?term=320209
Zhx3	Zhx3	zinc fingers and homeoboxes 3	320799	https://www.ncbi.nlm.nih.gov/gene/?term=320799
Rusc2	Rusc2	RUN and SH3 domain containing 2	100213	https://www.ncbi.nlm.nih.gov/gene/?term=100213
Fam214b	Fam214b	family with sequence similarity 214, member B	230088	https://www.ncbi.nlm.nih.gov/gene/?term=230088
Hyal3	Hyal3	hyaluronoglucosaminidase 3	109685	https://www.ncbi.nlm.nih.gov/gene/?term=109685
Ccdc38	Ccdc38	coiled-coil domain containing 38	237465	https://www.ncbi.nlm.nih.gov/gene/?term=237465
Trpm8	Trpm8	transient receptor potential cation channel, subfamily M, member 8	171382	https://www.ncbi.nlm.nih.gov/gene/?term=171382
Rmdn2	Rmdn2	regulator of microtubule dynamics 2	381110	https://www.ncbi.nlm.nih.gov/gene/?term=381110
Sec24a	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	77371	https://www.ncbi.nlm.nih.gov/gene/?term=77371
Siah2	Siah2	siah E3 ubiquitin protein ligase 2	20439	https://www.ncbi.nlm.nih.gov/gene/?term=20439
Elf1	Elf1	E74-like factor 1	13709	https://www.ncbi.nlm.nih.gov/gene/?term=13709
Tbc1d24	Tbc1d24	TBC1 domain family, member 24	224617	https://www.ncbi.nlm.nih.gov/gene/?term=224617
Fxyd1	Fxyd1	FXYD domain-containing ion transport regulator 1	56188	https://www.ncbi.nlm.nih.gov/gene/?term=56188
Plxnb2	Plxnb2	plexin B2	140570	https://www.ncbi.nlm.nih.gov/gene/?term=140570
Mgat4b	Mgat4b	mannoside acetylglucosaminyltransferase 4, isoenzyme B	103534	https://www.ncbi.nlm.nih.gov/gene/?term=103534
Tbc1d9b	Tbc1d9b	TBC1 domain family, member 9B	76795	https://www.ncbi.nlm.nih.gov/gene/?term=76795
Tmem184a	Tmem184a	transmembrane protein 184a	231832	https://www.ncbi.nlm.nih.gov/gene/?term=231832
Psenen	Psenen	presenilin enhancer gamma secretase subunit	66340	https://www.ncbi.nlm.nih.gov/gene/?term=66340
Lin37	Lin37	lin-37 homolog (C. elegans)	75660	https://www.ncbi.nlm.nih.gov/gene/?term=75660
Acaa2	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	52538	https://www.ncbi.nlm.nih.gov/gene/?term=52538
Arhgef26	Arhgef26	Rho guanine nucleotide exchange factor (GEF) 26	622434	https://www.ncbi.nlm.nih.gov/gene/?term=622434
Prodh2	Prodh2	proline dehydrogenase (oxidase) 2	56189	https://www.ncbi.nlm.nih.gov/gene/?term=56189
Lrfn3	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	233067	https://www.ncbi.nlm.nih.gov/gene/?term=233067
Trim17	Trim17	tripartite motif-containing 17	56631	https://www.ncbi.nlm.nih.gov/gene/?term=56631
Azgp1	Azgp1	alpha-2-glycoprotein 1, zinc	12007	https://www.ncbi.nlm.nih.gov/gene/?term=12007
Slc35b2	Slc35b2	solute carrier family 35, member B2	73836	https://www.ncbi.nlm.nih.gov/gene/?term=73836
Lrg1	Lrg1	leucine-rich alpha-2-glycoprotein 1	76905	https://www.ncbi.nlm.nih.gov/gene/?term=76905
Cyb561d2	Cyb561d2	cytochrome b-561 domain containing 2	56368	https://www.ncbi.nlm.nih.gov/gene/?term=56368
Mospd3	Mospd3	motile sperm domain containing 3	68929	https://www.ncbi.nlm.nih.gov/gene/?term=68929
Clic4	Clic4	chloride intracellular channel 4 (mitochondrial)	29876	https://www.ncbi.nlm.nih.gov/gene/?term=29876
Rsrp1	Rsrp1	arginine/serine rich protein 1	27981	https://www.ncbi.nlm.nih.gov/gene/?term=27981
Nudt22	Nudt22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	68323	https://www.ncbi.nlm.nih.gov/gene/?term=68323
Srrt	Srrt	serrate RNA effector molecule homolog (Arabidopsis)	83701	https://www.ncbi.nlm.nih.gov/gene/?term=83701
Tbc1d2b	Tbc1d2b	TBC1 domain family, member 2B	67016	https://www.ncbi.nlm.nih.gov/gene/?term=67016
Ranbp10	Ranbp10	RAN binding protein 10	74334	https://www.ncbi.nlm.nih.gov/gene/?term=74334
H2-DMa	H2-DMa	histocompatibility 2, class II, locus DMa	14998	https://www.ncbi.nlm.nih.gov/gene/?term=14998
Ldah	Ldah	lipid droplet associated hydrolase	68832	https://www.ncbi.nlm.nih.gov/gene/?term=68832
Cisd1	Cisd1	CDGSH iron sulfur domain 1	52637	https://www.ncbi.nlm.nih.gov/gene/?term=52637
Fermt2	Fermt2	fermitin family member 2	218952	https://www.ncbi.nlm.nih.gov/gene/?term=218952
Fdxacb1	Fdxacb1	ferredoxin-fold anticodon binding domain containing 1	382137	https://www.ncbi.nlm.nih.gov/gene/?term=382137
1110032A03Rik	1110032A03Rik	RIKEN cDNA 1110032A03 gene	68721	https://www.ncbi.nlm.nih.gov/gene/?term=68721
Sbno1	Sbno1	strawberry notch 1	243272	https://www.ncbi.nlm.nih.gov/gene/?term=243272
Fbxo8	Fbxo8	F-box protein 8	50753	https://www.ncbi.nlm.nih.gov/gene/?term=50753
Bend3	Bend3	BEN domain containing 3	331623	https://www.ncbi.nlm.nih.gov/gene/?term=331623
Tlcd2	Tlcd2	TLC domain containing 2	380712	https://www.ncbi.nlm.nih.gov/gene/?term=380712
Serpinf2	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	18816	https://www.ncbi.nlm.nih.gov/gene/?term=18816
Fau	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	14109	https://www.ncbi.nlm.nih.gov/gene/?term=14109
Tsr1	Tsr1	TSR1 20S rRNA accumulation	104662	https://www.ncbi.nlm.nih.gov/gene/?term=104662
Sgsm2	Sgsm2	small G protein signaling modulator 2	97761	https://www.ncbi.nlm.nih.gov/gene/?term=97761
Lasp1	Lasp1	LIM and SH3 protein 1	16796	https://www.ncbi.nlm.nih.gov/gene/?term=16796
Trp53inp2	Trp53inp2	transformation related protein 53 inducible nuclear protein 2	68728	https://www.ncbi.nlm.nih.gov/gene/?term=68728
Pigu	Pigu	phosphatidylinositol glycan anchor biosynthesis, class U	228812	https://www.ncbi.nlm.nih.gov/gene/?term=228812
Setd1b	Setd1b	SET domain containing 1B	208043	https://www.ncbi.nlm.nih.gov/gene/?term=208043
Foxq1	Foxq1	forkhead box Q1	15220	https://www.ncbi.nlm.nih.gov/gene/?term=15220
Abhd17c	Abhd17c	abhydrolase domain containing 17C	70178	https://www.ncbi.nlm.nih.gov/gene/?term=70178
Polr2l	Polr2l	polymerase (RNA) II (DNA directed) polypeptide L	66491	https://www.ncbi.nlm.nih.gov/gene/?term=66491
Prr3	Prr3	proline-rich polypeptide 3	75210	https://www.ncbi.nlm.nih.gov/gene/?term=75210
Gdf15	Gdf15	growth differentiation factor 15	23886	https://www.ncbi.nlm.nih.gov/gene/?term=23886
Degs1	Degs1	delta(4)-desaturase, sphingolipid 1	13244	https://www.ncbi.nlm.nih.gov/gene/?term=13244
Angptl6	Angptl6	angiopoietin-like 6	70726	https://www.ncbi.nlm.nih.gov/gene/?term=70726
Nlrp6	Nlrp6	NLR family, pyrin domain containing 6	101613	https://www.ncbi.nlm.nih.gov/gene/?term=101613
Ephx1	Ephx1	epoxide hydrolase 1, microsomal	13849	https://www.ncbi.nlm.nih.gov/gene/?term=13849
Ost4	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	67695	https://www.ncbi.nlm.nih.gov/gene/?term=67695
Rpl12	Rpl12	ribosomal protein L12	269261	https://www.ncbi.nlm.nih.gov/gene/?term=269261
Rabggtb	Rabggtb	Rab geranylgeranyl transferase, b subunit	19352	https://www.ncbi.nlm.nih.gov/gene/?term=19352
Nrn1	Nrn1	neuritin 1	68404	https://www.ncbi.nlm.nih.gov/gene/?term=68404
Dap	Dap	death-associated protein	223453	https://www.ncbi.nlm.nih.gov/gene/?term=223453
Zfp750	Zfp750	zinc finger protein 750	319530	https://www.ncbi.nlm.nih.gov/gene/?term=319530
C130074G19Rik	C130074G19Rik	RIKEN cDNA C130074G19 gene	226777	https://www.ncbi.nlm.nih.gov/gene/?term=226777
Snx22	Snx22	sorting nexin 22	382083	https://www.ncbi.nlm.nih.gov/gene/?term=382083
Tcta	Tcta	T cell leukemia translocation altered gene	102791	https://www.ncbi.nlm.nih.gov/gene/?term=102791
Uhrf1bp1	Uhrf1bp1	UHRF1 (ICBP90) binding protein 1	224648	https://www.ncbi.nlm.nih.gov/gene/?term=224648
Ubald1	Ubald1	UBA-like domain containing 1	207740	https://www.ncbi.nlm.nih.gov/gene/?term=207740
Mrpl12	Mrpl12	mitochondrial ribosomal protein L12	56282	https://www.ncbi.nlm.nih.gov/gene/?term=56282
Oxld1	Oxld1	oxidoreductase like domain containing 1	66431	https://www.ncbi.nlm.nih.gov/gene/?term=66431
Lap3	Lap3	leucine aminopeptidase 3	66988	https://www.ncbi.nlm.nih.gov/gene/?term=66988
Cpeb2	Cpeb2	cytoplasmic polyadenylation element binding protein 2	231207	https://www.ncbi.nlm.nih.gov/gene/?term=231207
Myl6b	Myl6b	myosin, light polypeptide 6B	216459	https://www.ncbi.nlm.nih.gov/gene/?term=216459
Pcif1	Pcif1	PDX1 C-terminal inhibiting factor 1	228866	https://www.ncbi.nlm.nih.gov/gene/?term=228866
Dag1	Dag1	dystroglycan 1	13138	https://www.ncbi.nlm.nih.gov/gene/?term=13138
Ankrd13c	Ankrd13c	ankyrin repeat domain 13c	433667	https://www.ncbi.nlm.nih.gov/gene/?term=433667
Stat2	Stat2	signal transducer and activator of transcription 2	20847	https://www.ncbi.nlm.nih.gov/gene/?term=20847
Nup43	Nup43	nucleoporin 43	69912	https://www.ncbi.nlm.nih.gov/gene/?term=69912
Ndufb10	Ndufb10	NADH:ubiquinone oxidoreductase subunit B10	68342	https://www.ncbi.nlm.nih.gov/gene/?term=68342
Baz2a	Baz2a	bromodomain adjacent to zinc finger domain, 2A	116848	https://www.ncbi.nlm.nih.gov/gene/?term=116848
Bmf	Bmf	BCL2 modifying factor	171543	https://www.ncbi.nlm.nih.gov/gene/?term=171543
Sdr9c7	Sdr9c7	4short chain dehydrogenase/reductase family 9C, member 7	70061	https://www.ncbi.nlm.nih.gov/gene/?term=70061
Rdh7	Rdh7	retinol dehydrogenase 7	54150	https://www.ncbi.nlm.nih.gov/gene/?term=54150
Kyat3	Kyat3	kynurenine aminotransferase 3	229905	https://www.ncbi.nlm.nih.gov/gene/?term=229905
Tm7sf3	Tm7sf3	transmembrane 7 superfamily member 3	67623	https://www.ncbi.nlm.nih.gov/gene/?term=67623
Ddx58	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	230073	https://www.ncbi.nlm.nih.gov/gene/?term=230073
Trim7	Trim7	tripartite motif-containing 7	94089	https://www.ncbi.nlm.nih.gov/gene/?term=94089
Trim41	Trim41	tripartite motif-containing 41	211007	https://www.ncbi.nlm.nih.gov/gene/?term=211007
Ppip5k2	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2	227399	https://www.ncbi.nlm.nih.gov/gene/?term=227399
Tbl3	Tbl3	transducin (beta)-like 3	213773	https://www.ncbi.nlm.nih.gov/gene/?term=213773
Agmat	Agmat	agmatine ureohydrolase (agmatinase)	75986	https://www.ncbi.nlm.nih.gov/gene/?term=75986
Camta2	Camta2	calmodulin binding transcription activator 2	216874	https://www.ncbi.nlm.nih.gov/gene/?term=216874
Slc25a34	Slc25a34	solute carrier family 25, member 34	384071	https://www.ncbi.nlm.nih.gov/gene/?term=384071
Rnf167	Rnf167	ring finger protein 167	70510	https://www.ncbi.nlm.nih.gov/gene/?term=70510
Spen	Spen	spen family transcription repressor	56381	https://www.ncbi.nlm.nih.gov/gene/?term=56381
Erf	Erf	Ets2 repressor factor	13875	https://www.ncbi.nlm.nih.gov/gene/?term=13875
Gfer	Gfer	growth factor, augmenter of liver regeneration	11692	https://www.ncbi.nlm.nih.gov/gene/?term=11692
Slc19a2	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	116914	https://www.ncbi.nlm.nih.gov/gene/?term=116914
Cmtm8	Cmtm8	CKLF-like MARVEL transmembrane domain containing 8	70031	https://www.ncbi.nlm.nih.gov/gene/?term=70031
Wwp1	Wwp1	WW domain containing E3 ubiquitin protein ligase 1	107568	https://www.ncbi.nlm.nih.gov/gene/?term=107568
Ostc	Ostc	oligosaccharyltransferase complex subunit (non-catalytic)	66357	https://www.ncbi.nlm.nih.gov/gene/?term=66357
Tmco4	Tmco4	transmembrane and coiled-coil domains 4	77056	https://www.ncbi.nlm.nih.gov/gene/?term=77056
Trir	Trir	telomerase RNA component interacting RNase	68544	https://www.ncbi.nlm.nih.gov/gene/?term=68544
