#erna_AL_master_LIV Stitched Peaks
#Created from output/6h_FAST_deduped/erna_AL_master_LIV_12.5KB_STITCHED_REGION_MAP.txt
#Ranked by X6h_FAST_deduped.BAM
#Using cutoff of 18689.877 for Super-Stitched Peaks
#Created on Jan 19 2023 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X6h_FAST_deduped.BAM	stitchedPeakRank	isSuper
1_enhancer_lociStitched	chr3	91202320	91202510	1	191	238.982	18317	0
1_enhancer_lociStitched	chr3	17392080	17392270	1	191	238.982	18318	0
1_enhancer_lociStitched	chr2	149834920	149835110	1	191	238.982	18319	0
1_enhancer_lociStitched	chr2	125312560	125312750	1	191	238.982	18320	0
1_enhancer_lociStitched	chr2	121124750	121124940	1	191	238.982	18321	0
1_enhancer_lociStitched	chr2	52520960	52521150	1	191	238.982	18322	0
1_enhancer_lociStitched	chr19	41309770	41309960	1	191	238.982	18323	0
1_enhancer_lociStitched	chr18	85872520	85872710	1	191	238.982	18324	0
1_enhancer_lociStitched	chr18	28909830	28910020	1	191	238.982	18325	0
1_enhancer_lociStitched	chr18	28747080	28747270	1	191	238.982	18326	0
1_enhancer_lociStitched	chr18	25887290	25887480	1	191	238.982	18327	0
1_enhancer_lociStitched	chr18	8966800	8966990	1	191	238.982	18328	0
1_enhancer_lociStitched	chr17	94444710	94444900	1	191	238.982	18329	0
1_enhancer_lociStitched	chr17	38170540	38170730	1	191	238.982	18330	0
1_enhancer_lociStitched	chr17	8911420	8911610	1	191	238.982	18331	0
1_enhancer_lociStitched	chr16	65436270	65436460	1	191	238.982	18332	0
1_enhancer_lociStitched	chr16	49639040	49639230	1	191	238.982	18333	0
1_enhancer_lociStitched	chr16	46024560	46024750	1	191	238.982	18334	0
1_enhancer_lociStitched	chr16	20641080	20641270	1	191	238.982	18335	0
1_enhancer_lociStitched	chr16	12417080	12417270	1	191	238.982	18336	0
1_enhancer_lociStitched	chr15	91145270	91145460	1	191	238.982	18337	0
1_enhancer_lociStitched	chr15	89336070	89336260	1	191	238.982	18338	0
1_enhancer_lociStitched	chr15	69184310	69184500	1	191	238.982	18339	0
1_enhancer_lociStitched	chr15	57278990	57279180	1	191	238.982	18340	0
1_enhancer_lociStitched	chr15	37105220	37105410	1	191	238.982	18341	0
1_enhancer_lociStitched	chr15	12739970	12740160	1	191	238.982	18342	0
1_enhancer_lociStitched	chr14	121602150	121602340	1	191	238.982	18343	0
1_enhancer_lociStitched	chr14	115329530	115329720	1	191	238.982	18344	0
1_enhancer_lociStitched	chr14	114894220	114894410	1	191	238.982	18345	0
1_enhancer_lociStitched	chr14	98792400	98792590	1	191	238.982	18346	0
1_enhancer_lociStitched	chr14	39790500	39790690	1	191	238.982	18347	0
1_enhancer_lociStitched	chr13	113772570	113772760	1	191	238.982	18348	0
1_enhancer_lociStitched	chr13	55958850	55959040	1	191	238.982	18349	0
1_enhancer_lociStitched	chr12	77928640	77928830	1	191	238.982	18350	0
1_enhancer_lociStitched	chr12	64081670	64081860	1	191	238.982	18351	0
1_enhancer_lociStitched	chr12	46826710	46826900	1	191	238.982	18352	0
1_enhancer_lociStitched	chr12	19094270	19094460	1	191	238.982	18353	0
1_enhancer_lociStitched	chr12	17626070	17626260	1	191	238.982	18354	0
1_enhancer_lociStitched	chr12	14505690	14505880	1	191	238.982	18355	0
1_enhancer_lociStitched	chr11	121040870	121041060	1	191	238.982	18356	0
1_enhancer_lociStitched	chr11	72243330	72243520	1	191	238.982	18357	0
1_enhancer_lociStitched	chr11	69343030	69343220	1	191	238.982	18358	0
1_enhancer_lociStitched	chr10	125342070	125342260	1	191	238.982	18359	0
1_enhancer_lociStitched	chr10	82878670	82878860	1	191	238.982	18360	0
1_enhancer_lociStitched	chr10	77700320	77700510	1	191	238.982	18361	0
1_enhancer_lociStitched	chr10	71487630	71487820	1	191	238.982	18362	0
1_enhancer_lociStitched	chr1	189367990	189368180	1	191	238.982	18363	0
1_enhancer_lociStitched	chr1	129137980	129138170	1	191	238.982	18364	0
1_enhancer_lociStitched	chr1	111922960	111923150	1	191	238.982	18365	0
1_enhancer_lociStitched	chr1	111502630	111502820	1	191	238.982	18366	0
1_enhancer_lociStitched	chr1	86334750	86334940	1	191	238.982	18367	0
1_enhancer_lociStitched	chr1	83360270	83360460	1	191	238.982	18368	0
1_enhancer_lociStitched	chr1	81669600	81669790	1	191	238.982	18369	0
1_enhancer_lociStitched	chr1	56560480	56560670	1	191	238.982	18370	0
1_enhancer_lociStitched	chr1	30741670	30741860	1	191	238.982	18371	0
1_enhancer_lociStitched	chr1	7116680	7116870	1	191	238.982	18372	0
1_enhancer_lociStitched	chrX	166047200	166047400	1	201	238.982	18373	0
1_enhancer_lociStitched	chrX	152811320	152811520	1	201	238.982	18374	0
1_enhancer_lociStitched	chrX	132882500	132882700	1	201	238.982	18375	0
1_enhancer_lociStitched	chrX	120552200	120552400	1	201	238.982	18376	0
1_enhancer_lociStitched	chrX	112756540	112756740	1	201	238.982	18377	0
1_enhancer_lociStitched	chrX	104004640	104004840	1	201	238.982	18378	0
1_enhancer_lociStitched	chrX	103991690	103991890	1	201	238.982	18379	0
1_enhancer_lociStitched	chrX	100892810	100893010	1	201	238.982	18380	0
1_enhancer_lociStitched	chrX	81172720	81172920	1	201	238.982	18381	0
1_enhancer_lociStitched	chrX	75110270	75110470	1	201	238.982	18382	0
1_enhancer_lociStitched	chrX	72286610	72286810	1	201	238.982	18383	0
1_enhancer_lociStitched	chrX	61871660	61871860	1	201	238.982	18384	0
1_enhancer_lociStitched	chrX	55739210	55739410	1	201	238.982	18385	0
1_enhancer_lociStitched	chrX	43682460	43682660	1	201	238.982	18386	0
1_enhancer_lociStitched	chrX	33673520	33673720	1	201	238.982	18387	0
1_enhancer_lociStitched	chrX	13192230	13192430	1	201	238.982	18388	0
1_enhancer_lociStitched	chrX	12802990	12803190	1	201	238.982	18389	0
1_enhancer_lociStitched	chrX	6864770	6864970	1	201	238.982	18390	0
1_enhancer_lociStitched	chr9	120684820	120685020	1	201	238.982	18391	0
1_enhancer_lociStitched	chr9	114880560	114880760	1	201	238.982	18392	0
1_enhancer_lociStitched	chr9	113383000	113383200	1	201	238.982	18393	0
1_enhancer_lociStitched	chr9	103979490	103979690	1	201	238.982	18394	0
1_enhancer_lociStitched	chr9	60889290	60889490	1	201	238.982	18395	0
1_enhancer_lociStitched	chr9	25333940	25334140	1	201	238.982	18396	0
1_enhancer_lociStitched	chr8	127954260	127954460	1	201	238.982	18397	0
1_enhancer_lociStitched	chr8	123524250	123524450	1	201	238.982	18398	0
1_enhancer_lociStitched	chr8	97969780	97969980	1	201	238.982	18399	0
1_enhancer_lociStitched	chr8	95517760	95517960	1	201	238.982	18400	0
1_enhancer_lociStitched	chr8	74773270	74773470	1	201	238.982	18401	0
1_enhancer_lociStitched	chr8	69782120	69782320	1	201	238.982	18402	0
1_enhancer_lociStitched	chr8	67933390	67933590	1	201	238.982	18403	0
1_enhancer_lociStitched	chr8	34743160	34743360	1	201	238.982	18404	0
1_enhancer_lociStitched	chr8	28175780	28175980	1	201	238.982	18405	0
1_enhancer_lociStitched	chr8	16094430	16094630	1	201	238.982	18406	0
1_enhancer_lociStitched	chr8	13059050	13059250	1	201	238.982	18407	0
1_enhancer_lociStitched	chr8	4445630	4445830	1	201	238.982	18408	0
1_enhancer_lociStitched	chr7	144447360	144447560	1	201	238.982	18409	0
1_enhancer_lociStitched	chr7	123207350	123207550	1	201	238.982	18410	0
1_enhancer_lociStitched	chr7	117918050	117918250	1	201	238.982	18411	0
1_enhancer_lociStitched	chr7	116270880	116271080	1	201	238.982	18412	0
1_enhancer_lociStitched	chr7	110982960	110983160	1	201	238.982	18413	0
1_enhancer_lociStitched	chr7	106040230	106040430	1	201	238.982	18414	0
1_enhancer_lociStitched	chr7	102484350	102484550	1	201	238.982	18415	0
1_enhancer_lociStitched	chr7	75719960	75720160	1	201	238.982	18416	0
1_enhancer_lociStitched	chr7	71986310	71986510	1	201	238.982	18417	0
1_enhancer_lociStitched	chr7	67869610	67869810	1	201	238.982	18418	0
1_enhancer_lociStitched	chr7	19137970	19138170	1	201	238.982	18419	0
1_enhancer_lociStitched	chr7	18946330	18946530	1	201	238.982	18420	0
1_enhancer_lociStitched	chr7	12926940	12927140	1	201	238.982	18421	0
1_enhancer_lociStitched	chr7	11701130	11701330	1	201	238.982	18422	0
1_enhancer_lociStitched	chr7	4022670	4022870	1	201	238.982	18423	0
1_enhancer_lociStitched	chr6	148390380	148390580	1	201	238.982	18424	0
1_enhancer_lociStitched	chr6	140053970	140054170	1	201	238.982	18425	0
1_enhancer_lociStitched	chr6	132828110	132828310	1	201	238.982	18426	0
1_enhancer_lociStitched	chr6	131527900	131528100	1	201	238.982	18427	0
1_enhancer_lociStitched	chr6	67079560	67079760	1	201	238.982	18428	0
1_enhancer_lociStitched	chr6	43765800	43766000	1	201	238.982	18429	0
1_enhancer_lociStitched	chr6	41780390	41780590	1	201	238.982	18430	0
1_enhancer_lociStitched	chr6	28646240	28646440	1	201	238.982	18431	0
1_enhancer_lociStitched	chr5	118181670	118181870	1	201	238.982	18432	0
1_enhancer_lociStitched	chr5	114454070	114454270	1	201	238.982	18433	0
1_enhancer_lociStitched	chr5	112640030	112640230	1	201	238.982	18434	0
1_enhancer_lociStitched	chr5	71601350	71601550	1	201	238.982	18435	0
1_enhancer_lociStitched	chr5	61257540	61257740	1	201	238.982	18436	0
1_enhancer_lociStitched	chr5	36078960	36079160	1	201	238.982	18437	0
1_enhancer_lociStitched	chr5	17888400	17888600	1	201	238.982	18438	0
1_enhancer_lociStitched	chr5	6914850	6915050	1	201	238.982	18439	0
1_enhancer_lociStitched	chr4	151019180	151019380	1	201	238.982	18440	0
1_enhancer_lociStitched	chr4	135147380	135147580	1	201	238.982	18441	0
1_enhancer_lociStitched	chr4	133508690	133508890	1	201	238.982	18442	0
1_enhancer_lociStitched	chr4	118898220	118898420	1	201	238.982	18443	0
1_enhancer_lociStitched	chr4	109474520	109474720	1	201	238.982	18444	0
1_enhancer_lociStitched	chr4	83080310	83080510	1	201	238.982	18445	0
1_enhancer_lociStitched	chr4	58407230	58407430	1	201	238.982	18446	0
1_enhancer_lociStitched	chr4	29619860	29620060	1	201	238.982	18447	0
1_enhancer_lociStitched	chr4	24305160	24305360	1	201	238.982	18448	0
1_enhancer_lociStitched	chr3	137533500	137533700	1	201	238.982	18449	0
1_enhancer_lociStitched	chr3	87308870	87309070	1	201	238.982	18450	0
1_enhancer_lociStitched	chr3	67963780	67963980	1	201	238.982	18451	0
1_enhancer_lociStitched	chr3	66358020	66358220	1	201	238.982	18452	0
1_enhancer_lociStitched	chr2	142832770	142832970	1	201	238.982	18453	0
1_enhancer_lociStitched	chr2	140294800	140295000	1	201	238.982	18454	0
1_enhancer_lociStitched	chr2	125573720	125573920	1	201	238.982	18455	0
1_enhancer_lociStitched	chr2	111517400	111517600	1	201	238.982	18456	0
1_enhancer_lociStitched	chr2	100539580	100539780	1	201	238.982	18457	0
1_enhancer_lociStitched	chr2	75581330	75581530	1	201	238.982	18458	0
1_enhancer_lociStitched	chr2	43170910	43171110	1	201	238.982	18459	0
1_enhancer_lociStitched	chr2	39944960	39945160	1	201	238.982	18460	0
1_enhancer_lociStitched	chr2	30413850	30414050	1	201	238.982	18461	0
1_enhancer_lociStitched	chr2	19753940	19754140	1	201	238.982	18462	0
1_enhancer_lociStitched	chr2	19698370	19698570	1	201	238.982	18463	0
1_enhancer_lociStitched	chr2	3394880	3395080	1	201	238.982	18464	0
1_enhancer_lociStitched	chr19	24551740	24551940	1	201	238.982	18465	0
1_enhancer_lociStitched	chr19	18204020	18204220	1	201	238.982	18466	0
1_enhancer_lociStitched	chr19	13002420	13002620	1	201	238.982	18467	0
1_enhancer_lociStitched	chr18	58729190	58729390	1	201	238.982	18468	0
1_enhancer_lociStitched	chr18	24275520	24275720	1	201	238.982	18469	0
1_enhancer_lociStitched	chr17	71434530	71434730	1	201	238.982	18470	0
1_enhancer_lociStitched	chr17	64501670	64501870	1	201	238.982	18471	0
1_enhancer_lociStitched	chr17	49589920	49590120	1	201	238.982	18472	0
1_enhancer_lociStitched	chr17	42572080	42572280	1	201	238.982	18473	0
1_enhancer_lociStitched	chr17	35241210	35241410	1	201	238.982	18474	0
1_enhancer_lociStitched	chr17	16244270	16244470	1	201	238.982	18475	0
1_enhancer_lociStitched	chr16	82308210	82308410	1	201	238.982	18476	0
1_enhancer_lociStitched	chr16	47117790	47117990	1	201	238.982	18477	0
1_enhancer_lociStitched	chr16	30369310	30369510	1	201	238.982	18478	0
1_enhancer_lociStitched	chr16	29243320	29243520	1	201	238.982	18479	0
1_enhancer_lociStitched	chr16	23592020	23592220	1	201	238.982	18480	0
1_enhancer_lociStitched	chr16	22481960	22482160	1	201	238.982	18481	0
1_enhancer_lociStitched	chr16	16674690	16674890	1	201	238.982	18482	0
1_enhancer_lociStitched	chr16	15320160	15320360	1	201	238.982	18483	0
1_enhancer_lociStitched	chr16	3535920	3536120	1	201	238.982	18484	0
1_enhancer_lociStitched	chr16	3163190	3163390	1	201	238.982	18485	0
1_enhancer_lociStitched	chr15	80424430	80424630	1	201	238.982	18486	0
1_enhancer_lociStitched	chr15	72302570	72302770	1	201	238.982	18487	0
1_enhancer_lociStitched	chr15	71462090	71462290	1	201	238.982	18488	0
1_enhancer_lociStitched	chr15	70243490	70243690	1	201	238.982	18489	0
1_enhancer_lociStitched	chr15	59173180	59173380	1	201	238.982	18490	0
1_enhancer_lociStitched	chr15	43760630	43760830	1	201	238.982	18491	0
1_enhancer_lociStitched	chr15	35296060	35296260	1	201	238.982	18492	0
1_enhancer_lociStitched	chr15	5299310	5299510	1	201	238.982	18493	0
1_enhancer_lociStitched	chr14	122755180	122755380	1	201	238.982	18494	0
1_enhancer_lociStitched	chr14	104598070	104598270	1	201	238.982	18495	0
1_enhancer_lociStitched	chr14	56175300	56175500	1	201	238.982	18496	0
1_enhancer_lociStitched	chr14	42522270	42522470	1	201	238.982	18497	0
1_enhancer_lociStitched	chr13	107203140	107203340	1	201	238.982	18498	0
1_enhancer_lociStitched	chr13	99170900	99171100	1	201	238.982	18499	0
1_enhancer_lociStitched	chr13	98852040	98852240	1	201	238.982	18500	0
1_enhancer_lociStitched	chr13	86265900	86266100	1	201	238.982	18501	0
1_enhancer_lociStitched	chr13	78412340	78412540	1	201	238.982	18502	0
1_enhancer_lociStitched	chr13	75698140	75698340	1	201	238.982	18503	0
1_enhancer_lociStitched	chr13	44657960	44658160	1	201	238.982	18504	0
1_enhancer_lociStitched	chr13	13430010	13430210	1	201	238.982	18505	0
1_enhancer_lociStitched	chr12	108520810	108521010	1	201	238.982	18506	0
1_enhancer_lociStitched	chr12	58683480	58683680	1	201	238.982	18507	0
1_enhancer_lociStitched	chr12	30876490	30876690	1	201	238.982	18508	0
1_enhancer_lociStitched	chr12	25385160	25385360	1	201	238.982	18509	0
1_enhancer_lociStitched	chr12	13213650	13213850	1	201	238.982	18510	0
1_enhancer_lociStitched	chr12	8160490	8160690	1	201	238.982	18511	0
1_enhancer_lociStitched	chr11	117412220	117412420	1	201	238.982	18512	0
1_enhancer_lociStitched	chr11	107041430	107041630	1	201	238.982	18513	0
1_enhancer_lociStitched	chr11	104214020	104214220	1	201	238.982	18514	0
1_enhancer_lociStitched	chr11	43475520	43475720	1	201	238.982	18515	0
1_enhancer_lociStitched	chr11	42089470	42089670	1	201	238.982	18516	0
1_enhancer_lociStitched	chr10	108061140	108061340	1	201	238.982	18517	0
1_enhancer_lociStitched	chr10	103249830	103250030	1	201	238.982	18518	0
1_enhancer_lociStitched	chr10	90974230	90974430	1	201	238.982	18519	0
1_enhancer_lociStitched	chr10	72801920	72802120	1	201	238.982	18520	0
1_enhancer_lociStitched	chr10	58981510	58981710	1	201	238.982	18521	0
1_enhancer_lociStitched	chr10	57508010	57508210	1	201	238.982	18522	0
1_enhancer_lociStitched	chr10	56669270	56669470	1	201	238.982	18523	0
1_enhancer_lociStitched	chr10	48258940	48259140	1	201	238.982	18524	0
1_enhancer_lociStitched	chr10	38557500	38557700	1	201	238.982	18525	0
1_enhancer_lociStitched	chr10	25127190	25127390	1	201	238.982	18526	0
1_enhancer_lociStitched	chr1	181741320	181741520	1	201	238.982	18527	0
1_enhancer_lociStitched	chr1	169627030	169627230	1	201	238.982	18528	0
1_enhancer_lociStitched	chr1	167246900	167247100	1	201	238.982	18529	0
1_enhancer_lociStitched	chr1	164647320	164647520	1	201	238.982	18530	0
1_enhancer_lociStitched	chr1	150168300	150168500	1	201	238.982	18531	0
1_enhancer_lociStitched	chr1	140242480	140242680	1	201	238.982	18532	0
1_enhancer_lociStitched	chr1	135797420	135797620	1	201	238.982	18533	0
1_enhancer_lociStitched	chr1	133520910	133521110	1	201	238.982	18534	0
1_enhancer_lociStitched	chr1	104570480	104570680	1	201	238.982	18535	0
1_enhancer_lociStitched	chr1	98876190	98876390	1	201	238.982	18536	0
1_enhancer_lociStitched	chr1	58737010	58737210	1	201	238.982	18537	0
1_enhancer_lociStitched	chr1	33268050	33268250	1	201	238.982	18538	0
1_enhancer_lociStitched	chr1	11050390	11050590	1	201	238.982	18539	0
1_enhancer_lociStitched	chr1	11016320	11016520	1	201	238.982	18540	0
1_enhancer_lociStitched	chr1	8142920	8143120	1	201	238.982	18541	0
1_enhancer_lociStitched	chrX	165609420	165609630	1	211	238.982	18542	0
1_enhancer_lociStitched	chrX	161894620	161894830	1	211	238.982	18543	0
1_enhancer_lociStitched	chrX	157262270	157262480	1	211	238.982	18544	0
1_enhancer_lociStitched	chrX	152898160	152898370	1	211	238.982	18545	0
1_enhancer_lociStitched	chrX	141376570	141376780	1	211	238.982	18546	0
1_enhancer_lociStitched	chrX	137411420	137411630	1	211	238.982	18547	0
1_enhancer_lociStitched	chrX	135608570	135608780	1	211	238.982	18548	0
1_enhancer_lociStitched	chrX	134945310	134945520	1	211	238.982	18549	0
1_enhancer_lociStitched	chrX	89496730	89496940	1	211	238.982	18550	0
1_enhancer_lociStitched	chrX	83339920	83340130	1	211	238.982	18551	0
1_enhancer_lociStitched	chrX	80614390	80614600	1	211	238.982	18552	0
1_enhancer_lociStitched	chrX	78826400	78826610	1	211	238.982	18553	0
1_enhancer_lociStitched	chrX	77378800	77379010	1	211	238.982	18554	0
1_enhancer_lociStitched	chrX	38261490	38261700	1	211	238.982	18555	0
1_enhancer_lociStitched	chrX	37323560	37323770	1	211	238.982	18556	0
1_enhancer_lociStitched	chrX	36883580	36883790	1	211	238.982	18557	0
1_enhancer_lociStitched	chrX	35797470	35797680	1	211	238.982	18558	0
1_enhancer_lociStitched	chrX	18785260	18785470	1	211	238.982	18559	0
1_enhancer_lociStitched	chrX	11698470	11698680	1	211	238.982	18560	0
1_enhancer_lociStitched	chrX	3139760	3139970	1	211	238.982	18561	0
1_enhancer_lociStitched	chr9	118534830	118535040	1	211	238.982	18562	0
1_enhancer_lociStitched	chr9	104995100	104995310	1	211	238.982	18563	0
1_enhancer_lociStitched	chr9	97915190	97915400	1	211	238.982	18564	0
1_enhancer_lociStitched	chr9	95695320	95695530	1	211	238.982	18565	0
1_enhancer_lociStitched	chr9	93296220	93296430	1	211	238.982	18566	0
1_enhancer_lociStitched	chr9	77963590	77963800	1	211	238.982	18567	0
1_enhancer_lociStitched	chr9	71122940	71123150	1	211	238.982	18568	0
1_enhancer_lociStitched	chr9	62764580	62764790	1	211	238.982	18569	0
1_enhancer_lociStitched	chr9	41801450	41801660	1	211	238.982	18570	0
1_enhancer_lociStitched	chr9	39791490	39791700	1	211	238.982	18571	0
1_enhancer_lociStitched	chr9	4494680	4494890	1	211	238.982	18572	0
1_enhancer_lociStitched	chr8	119010300	119010510	1	211	238.982	18573	0
1_enhancer_lociStitched	chr8	118224850	118225060	1	211	238.982	18574	0
1_enhancer_lociStitched	chr8	93025990	93026200	1	211	238.982	18575	0
1_enhancer_lociStitched	chr8	87142480	87142690	1	211	238.982	18576	0
1_enhancer_lociStitched	chr8	72570270	72570480	1	211	238.982	18577	0
1_enhancer_lociStitched	chr8	63871830	63872040	1	211	238.982	18578	0
1_enhancer_lociStitched	chr8	58877330	58877540	1	211	238.982	18579	0
1_enhancer_lociStitched	chr8	57670770	57670980	1	211	238.982	18580	0
1_enhancer_lociStitched	chr8	26027220	26027430	1	211	238.982	18581	0
1_enhancer_lociStitched	chr8	25839670	25839880	1	211	238.982	18582	0
1_enhancer_lociStitched	chr8	17797370	17797580	1	211	238.982	18583	0
1_enhancer_lociStitched	chr8	5053520	5053730	1	211	238.982	18584	0
1_enhancer_lociStitched	chr7	137590960	137591170	1	211	238.982	18585	0
1_enhancer_lociStitched	chr7	131847610	131847820	1	211	238.982	18586	0
1_enhancer_lociStitched	chr7	121127540	121127750	1	211	238.982	18587	0
1_enhancer_lociStitched	chr7	108682430	108682640	1	211	238.982	18588	0
1_enhancer_lociStitched	chr7	106150540	106150750	1	211	238.982	18589	0
1_enhancer_lociStitched	chr7	105935580	105935790	1	211	238.982	18590	0
1_enhancer_lociStitched	chr7	103867860	103868070	1	211	238.982	18591	0
1_enhancer_lociStitched	chr7	94683700	94683910	1	211	238.982	18592	0
1_enhancer_lociStitched	chr7	93891740	93891950	1	211	238.982	18593	0
1_enhancer_lociStitched	chr7	87644630	87644840	1	211	238.982	18594	0
1_enhancer_lociStitched	chr7	72702110	72702320	1	211	238.982	18595	0
1_enhancer_lociStitched	chr7	69903110	69903320	1	211	238.982	18596	0
1_enhancer_lociStitched	chr7	61997880	61998090	1	211	238.982	18597	0
1_enhancer_lociStitched	chr7	61983830	61984040	1	211	238.982	18598	0
1_enhancer_lociStitched	chr7	58794000	58794210	1	211	238.982	18599	0
1_enhancer_lociStitched	chr7	48418050	48418260	1	211	238.982	18600	0
1_enhancer_lociStitched	chr7	45016510	45016720	1	211	238.982	18601	0
1_enhancer_lociStitched	chr7	37585110	37585320	1	211	238.982	18602	0
1_enhancer_lociStitched	chr7	34330150	34330360	1	211	238.982	18603	0
1_enhancer_lociStitched	chr7	7693990	7694200	1	211	238.982	18604	0
1_enhancer_lociStitched	chr6	148468180	148468390	1	211	238.982	18605	0
1_enhancer_lociStitched	chr6	131162380	131162590	1	211	238.982	18606	0
1_enhancer_lociStitched	chr6	126186700	126186910	1	211	238.982	18607	0
1_enhancer_lociStitched	chr6	118174250	118174460	1	211	238.982	18608	0
1_enhancer_lociStitched	chr6	117839920	117840130	1	211	238.982	18609	0
1_enhancer_lociStitched	chr6	95191230	95191440	1	211	238.982	18610	0
1_enhancer_lociStitched	chr6	89274310	89274520	1	211	238.982	18611	0
1_enhancer_lociStitched	chr6	76077640	76077850	1	211	238.982	18612	0
1_enhancer_lociStitched	chr6	60164210	60164420	1	211	238.982	18613	0
1_enhancer_lociStitched	chr6	44669290	44669500	1	211	238.982	18614	0
1_enhancer_lociStitched	chr6	33687790	33688000	1	211	238.982	18615	0
1_enhancer_lociStitched	chr6	26549070	26549280	1	211	238.982	18616	0
1_enhancer_lociStitched	chr6	7483180	7483390	1	211	238.982	18617	0
1_enhancer_lociStitched	chr5	135350800	135351010	1	211	238.982	18618	0
1_enhancer_lociStitched	chr5	124310420	124310630	1	211	238.982	18619	0
1_enhancer_lociStitched	chr5	118947090	118947300	1	211	238.982	18620	0
1_enhancer_lociStitched	chr5	106168990	106169200	1	211	238.982	18621	0
1_enhancer_lociStitched	chr5	97542490	97542700	1	211	238.982	18622	0
1_enhancer_lociStitched	chr5	85906630	85906840	1	211	238.982	18623	0
1_enhancer_lociStitched	chr5	75265720	75265930	1	211	238.982	18624	0
1_enhancer_lociStitched	chr5	66759700	66759910	1	211	238.982	18625	0
1_enhancer_lociStitched	chr5	61572570	61572780	1	211	238.982	18626	0
1_enhancer_lociStitched	chr5	60167450	60167660	1	211	238.982	18627	0
1_enhancer_lociStitched	chr5	55595030	55595240	1	211	238.982	18628	0
1_enhancer_lociStitched	chr5	51748920	51749130	1	211	238.982	18629	0
1_enhancer_lociStitched	chr5	45808730	45808940	1	211	238.982	18630	0
1_enhancer_lociStitched	chr5	40079310	40079520	1	211	238.982	18631	0
1_enhancer_lociStitched	chr5	39368950	39369160	1	211	238.982	18632	0
1_enhancer_lociStitched	chr5	22768860	22769070	1	211	238.982	18633	0
1_enhancer_lociStitched	chr5	16522570	16522780	1	211	238.982	18634	0
1_enhancer_lociStitched	chr5	5679630	5679840	1	211	238.982	18635	0
1_enhancer_lociStitched	chr4	149437860	149438070	1	211	238.982	18636	0
1_enhancer_lociStitched	chr4	147076600	147076810	1	211	238.982	18637	0
1_enhancer_lociStitched	chr4	135952480	135952690	1	211	238.982	18638	0
1_enhancer_lociStitched	chr4	119132490	119132700	1	211	238.982	18639	0
1_enhancer_lociStitched	chr4	116484640	116484850	1	211	238.982	18640	0
1_enhancer_lociStitched	chr4	112380760	112380970	1	211	238.982	18641	0
1_enhancer_lociStitched	chr4	108518020	108518230	1	211	238.982	18642	0
1_enhancer_lociStitched	chr4	96961800	96962010	1	211	238.982	18643	0
1_enhancer_lociStitched	chr4	92872130	92872340	1	211	238.982	18644	0
1_enhancer_lociStitched	chr4	90990400	90990610	1	211	238.982	18645	0
1_enhancer_lociStitched	chr4	87594350	87594560	1	211	238.982	18646	0
1_enhancer_lociStitched	chr4	81691180	81691390	1	211	238.982	18647	0
1_enhancer_lociStitched	chr4	71624060	71624270	1	211	238.982	18648	0
1_enhancer_lociStitched	chr4	56342010	56342220	1	211	238.982	18649	0
1_enhancer_lociStitched	chr4	47858230	47858440	1	211	238.982	18650	0
1_enhancer_lociStitched	chr4	36905930	36906140	1	211	238.982	18651	0
1_enhancer_lociStitched	chr4	34245930	34246140	1	211	238.982	18652	0
1_enhancer_lociStitched	chr4	33211500	33211710	1	211	238.982	18653	0
1_enhancer_lociStitched	chr4	31354380	31354590	1	211	238.982	18654	0
1_enhancer_lociStitched	chr4	16880360	16880570	1	211	238.982	18655	0
1_enhancer_lociStitched	chr4	15375150	15375360	1	211	238.982	18656	0
1_enhancer_lociStitched	chr3	138491770	138491980	1	211	238.982	18657	0
1_enhancer_lociStitched	chr3	133827750	133827960	1	211	238.982	18658	0
1_enhancer_lociStitched	chr3	90608620	90608830	1	211	238.982	18659	0
1_enhancer_lociStitched	chr3	78918630	78918840	1	211	238.982	18660	0
1_enhancer_lociStitched	chr3	74086790	74087000	1	211	238.982	18661	0
1_enhancer_lociStitched	chr3	61168550	61168760	1	211	238.982	18662	0
1_enhancer_lociStitched	chr3	54761020	54761230	1	211	238.982	18663	0
1_enhancer_lociStitched	chr3	48540580	48540790	1	211	238.982	18664	0
1_enhancer_lociStitched	chr3	38267880	38268090	1	211	238.982	18665	0
1_enhancer_lociStitched	chr3	35824690	35824900	1	211	238.982	18666	0
1_enhancer_lociStitched	chr3	35709850	35710060	1	211	238.982	18667	0
1_enhancer_lociStitched	chr3	33753710	33753920	1	211	238.982	18668	0
1_enhancer_lociStitched	chr3	30805730	30805940	1	211	238.982	18669	0
1_enhancer_lociStitched	chr3	24699490	24699700	1	211	238.982	18670	0
1_enhancer_lociStitched	chr3	23821410	23821620	1	211	238.982	18671	0
1_enhancer_lociStitched	chr3	17973410	17973620	1	211	238.982	18672	0
1_enhancer_lociStitched	chr2	168277150	168277360	1	211	238.982	18673	0
1_enhancer_lociStitched	chr2	163734260	163734470	1	211	238.982	18674	0
1_enhancer_lociStitched	chr2	154391610	154391820	1	211	238.982	18675	0
1_enhancer_lociStitched	chr2	142307970	142308180	1	211	238.982	18676	0
1_enhancer_lociStitched	chr2	131220300	131220510	1	211	238.982	18677	0
1_enhancer_lociStitched	chr2	130575430	130575640	1	211	238.982	18678	0
